smiles,TC,SA,SC,atom_count
*NC(=O)CCCCCCC*,,3.921800303,2.519597094,12
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,,3.056244795,2.889918099,24
*CCCCCCCCC(=O)N*,,3.748143596,2.519597094,13
*CCCCCCCCCC(=O)N*,,3.605531473,2.519597094,14
*NC(=O)CCCCCCCCCC*,,3.487389163,2.519597094,15
*CCCCCCCCCCCC(=O)N*,,3.388890014,2.519597094,16
*CCCCCCCCCCCCC(=O)N*,,3.306409851,2.519597094,17
*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,,2.99386057,3.309091557,21
*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,,2.767272941,3.605636431,26
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,,3.028402609,3.188192361,20
*NC(=O)c1ccc(cc1)CC(=O)NCCC*,,3.11351358,2.904048023,18
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,,4.435689684,3.209060086,22
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,,3.079213048,3.393070473,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,,2.915440246,2.817231962,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,,2.715349864,3.312473425,26
*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,,2.959789971,2.824449246,20
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,,2.877959181,2.824449246,23
*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,,2.87854627,2.468715415,27
*NC(=O)C*,,6.046567471,1.587253429,6
*NC(CCC(=O)OC)C(*)=O,,4.416238181,1.79842612,12
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,,3.323024037,3.097533951,20
*CCCC(=O)N*,,5.16208855,2.169985549,8
*CCCCNC(=O)CCCCCCC(=O)N*,,3.314842195,2.889918099,18
*CCCCNC(=O)CCCCCCCCC(=O)N*,,3.196695191,2.889918099,20
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,,3.08206214,2.889918099,23
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,,2.888482035,2.889918099,30
*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,,2.748911818,3.523979337,26
*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,,2.947466631,3.012797476,29
*CCCCCCCCCCC(=O)N(*)C,,3.475398126,2.549277828,16
*N(C(=O)CCCCC(=O)NCCCCCC*)C,,3.319664328,3.19433457,19
*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,,3.452892718,3.566662726,20
*N1C(CCC1)C(=O)*,,5.163540694,2.181473256,9
*NC(C(=O)*)CCC(=O)OCc1ccccc1,,3.446452651,1.808524743,18
*NC(C(=O)*)C,,5.981736612,1.863732549,7
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,,3.214223879,3.913213703,33
*NC(CCC(=O)OCCCCC)C(*)=O,,3.871021493,2.555381998,16
*NC(CCC(=O)OCCCCCC)C(*)=O,,3.779540221,2.668069883,17
*NC(CCC(=O)OCC)C(*)=O,,4.20357721,1.969077895,13
*NC(CCC(=O)OCCC)C(*)=O,,4.154452679,2.228235994,14
*N(C(=O)c1ccc(cc1)C(=O)N(CCCC*)C)C,,3.215792718,2.902915305,20
*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,,3.759025228,4.102550521,32
*OC(=O)NCCCCC*,,4.229712644,2.551450216,11
*OC(=O)NCCCCCCNC(=O)OCCCC*,,3.362344642,3.113207045,20
*OC(=O)NCC(C(C(C(CNC(=O)OCCCC*)(F)F)(F)F)(F)F)(F)F,,3.964136391,3.164852691,28
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,,2.901114041,3.671580791,29
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCc1cc(ccc1)C*,,2.826454784,3.639055022,31
*OC(=O)Nc1ccc(cc1)NC(=O)OCC*,,3.209251426,2.446621681,18
*OC(=O)Nc1cc(ccc1)NC(=O)OCC*,,3.279271426,2.834038509,18
*OC(=O)Nc1ccc(cc1)NC(=O)OCCCCCC*,,3.05613899,3.140526912,22
*OC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)OCC*,,2.879966967,2.999884295,24
*OC(=O)Nc1c2c(ccc1)c(ccc2)NC(=O)OCC*,,3.15298167,2.702308306,22
*NC(=O)NCCCCCC*,,3.991815687,2.482129879,12
*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,,3.001548415,3.4940665,24
*NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,,2.983618768,3.863923983,29
*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,,3.105387405,2.84111662,19
*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,,3.709897451,2.853139871,25
*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,,3.293570547,3.3051736,31
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,,3.111143481,3.3051736,38
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,,3.221841323,4.149978272,49
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,,3.449385932,3.401892784,31
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,,3.423431193,3.226207594,27
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.110500617,3.805323472,38
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,,3.439918504,4.367314352,46
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,,3.42837235,4.328404726,46
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,,3.44561856,3.772495688,33
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,,3.410419784,3.894907482,32
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,,3.376698932,3.207823125,34
*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,,3.559560077,3.169651377,24
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,,3.603684042,3.156747602,25
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,,3.578516621,3.316532854,25
*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,,3.729581557,2.968309002,28
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,,3.252291283,3.585718606,38
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,,3.083649325,3.669150631,44
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,,3.377334741,4.268808468,47
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,,3.301621558,3.626392259,47
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.146059362,4.066948194,37
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.197436505,4.08332782,37
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,,3.275163538,3.958377334,37
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.159914747,4.098620885,37
*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,,3.366306835,3.823556452,37
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,,3.044827225,3.856354973,36
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,,3.208262494,3.756034905,30
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,3.212149307,3.754148196,30
*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,3.265452899,3.803087094,31
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,,3.269719446,3.714671913,31
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,,3.247518909,3.656765468,31
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,,3.233764916,3.876378921,38
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,,3.253552206,3.335723025,40
*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,,2.944517471,3.856354973,42
*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,,3.199695035,3.508111207,34
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,,3.297609104,4.138879469,39
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,,3.34763722,3.747184127,30
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,,3.068756278,4.158967516,50
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCC*)cc1,,3.192146674,3.380000069,31
*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,,3.215758346,3.691989107,31
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,,3.146882219,4.122996193,37
*c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,,3.179297505,3.886046292,38
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,,3.151384514,3.937258573,45
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,,3.042445592,3.805323472,45
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c1,,3.60486423,4.381904535,46
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,,3.563921801,3.923154407,46
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,,3.219407838,3.987168268,40
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)NC(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,,3.161191438,4.220102671,41
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,,3.130153177,4.337920092,41
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,,3.131406555,4.209737972,41
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,,3.280234688,4.670167599,42
*c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,3.234377818,3.259579484,32
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,,3.248698865,3.939732199,33
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,,3.235733691,3.796543371,33
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,,3.282422618,3.826823801,33
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,,3.575081931,3.066299263,36
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,,3.271240623,4.018528113,40
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OC)c3)cc1OC)C2=O,,3.28441812,3.820239975,42
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,,2.990765875,3.806736187,44
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,,3.364727902,3.617183954,39
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.191818391,3.537933024,39
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,,3.246898391,3.598921548,39
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,,3.136888182,3.888748209,39
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,,3.317636511,4.030861296,41
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O,,3.341189227,3.798253525,32
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,,3.063131557,3.806736187,38
*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,,3.230709366,3.348847852,32
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)OCCOCCOc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,,3.315869875,4.010211635,45
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,,3.349934944,3.95241206,47
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)*)cc1,,3.287407616,4.309869971,47
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,,3.439269482,4.004246047,46
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,,3.522223703,3.989226737,48
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,3.098628116,4.401016192,27
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)NCCCCCCNC(=O)*)cc1,,3.051683014,4.486465623,31
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,,2.924800069,4.345237653,38
*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,,3.28020648,4.441589392,38
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,,3.219511131,3.539354489,31
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,,3.180905198,3.866858931,38
*c1cccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,,3.15826112,4.365574602,37
*C(=O)Nc1ccccc1NC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,,2.96919495,3.964160166,31
*C(=O)Nc1cccc(NC(=O)/C=C/c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,,3.147674296,4.297027714,33
*C(=O)Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c2)c1,,3.297106407,4.733552204,43
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,,3.43609786,4.36129486,47
*c1ccc(Oc2cccc3c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cccc23)cc1,,3.268556062,3.471495887,42
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c3c(ccc2)c(ccc3)Oc2ccc(cc2)*)cc1,,3.263301137,4.192914853,49
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cccc34)cc1)C2=O,,3.273357967,4.150355779,50
*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,,3.600651626,3.700106934,39
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C2=O,,3.81070128,3.807119752,42
*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,,3.808669477,3.327340293,43
*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.294481153,4.24722501,48
*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,,3.294090662,4.08947431,49
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,,3.303716869,3.970481041,50
*c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,,3.983253198,3.578530035,41
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,,3.272483923,3.861607568,30
*CC1(C)CC(*)(C)C(=O)OC1=O,,5.586864984,2.434162527,13
*OC(=O)OCCCCCC*,,4.112256247,2.722940401,12
*OC(=O)OCC(C(C(C(C*)(F)F)(F)F)(F)F)(F)F,,4.195066816,2.161465558,20
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C)C,,3.13200622,2.67189323,21
*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,,3.68925895,3.366995644,23
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,,3.312540269,2.848698266,23
*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1Cl,,3.514363824,2.652953165,25
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(*)=O)c(Br)c2)cc1Br,,3.711841446,2.488636034,25
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,,3.420965201,2.333558996,26
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,,3.317005302,3.200200981,25
*Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)OC(=O)*,,3.233057255,2.837733878,23
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,,3.195791332,2.855560499,24
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,,3.37883518,3.044244188,26
*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)OC(=O)*,,2.999285242,3.216550518,31
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)c1ccccc1,,2.883469211,2.629310272,31
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C(F)(F)F)C(F)(F)F,,3.371620193,2.787463495,27
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)C#N,,3.64199167,2.600793934,27
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,,3.488039348,2.527193613,25
*Oc1c(cc(cc1)C(c1ccc(cc1)C(c1cc(c(cc1)OC(=O)*)C)(C)C)(C)C)C,,3.24983283,2.894064725,32
*Oc1cc(ccc1)CCCCCCCCCCc1cc(ccc1)OC(=O)*,,2.885108399,3.427474987,28
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,,3.38694327,2.879331224,27
*Oc1ccc(cc1)C(=O)CCCCCCCCC(=O)c1ccc(cc1)OC(=O)*,,2.885337743,3.141912556,30
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)*,,3.02351683,2.74334931,21
*OC(=O)OCc1ccc(cc1)C*,,3.526469935,2.420750911,14
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,,3.310275186,3.053403735,22
*Oc1ccc(cc1)OC(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)*,,2.808274525,2.857016095,28
*Oc1cc2c(cc1)ccc(c2)OC(=O)Oc1ccc(cc1)OC(=O)*,,3.059641963,3.111209708,26
*Oc1c2c(ccc1)c(ccc2)OC(=O)Oc1ccc(cc1)OC(=O)*,,3.01956109,2.968629567,26
*c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)cc1,,2.939774056,4.09267426,40
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,,2.939774056,4.09267426,40
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,,3.011641765,3.975291244,40
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)cc1,,3.107966358,4.301704645,48
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)c1,,3.151976385,4.228807868,48
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,,4.462724245,2.105224802,16
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,,3.211811774,2.787866059,17
*CCCCCCS(*)(=O)=O,,4.34158336,2.982414575,11
*OS(=O)(=O)c1ccc(*)cc1,,4.178691561,1.789250398,12
*CCc1ccc(*)c(C)c1,,4.26452649,2.866454114,11
*CCc1cc(C)c(*)cc1C,,4.346883388,2.820928192,12
*CCc1ccc(*)c(Cl)c1,,4.286984952,2.743024894,11
*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,,5.024181735,2.205863911,13
*C1CCC(*)C1,,6.681745324,1.704795722,7
*C1C2CC(C)C(C2)C1*,,6.820154374,2.580275855,10
*C1CC2CC1C(*)C2CCCC,,6.231347834,3.334118078,13
*C1CC2CC1C(*)C2CCCCCC,,5.843168675,3.804391408,15
*CC(*)(C)c1ccc2ccccc2c1,,3.611113113,2.533708709,15
*CCC(c1ccccc1)C(*)c1ccccc1,,3.76577237,2.29228728,18
*/C(Cl)=C(/*)c1ccccc1,,3.61370649,1.680517568,11
*/C=C(/*)c1ccc(C#C)cc1,,4.02976254,2.505362738,12
*/C=C(/*)c1cccc(C#C)c1,,4.115507995,2.53422421,12
*/C=C/C(C(=O)OCc1ccc(Cl)cc1)C(*)C(=O)OCc1ccc(Cl)cc1,,3.816768927,2.515738781,28
*/C=C(/*)c1ccc(-c2ccc(C#C)cc2)cc1,,3.175514974,3.020953142,18
*CC(*)C(=O)OCC(C)O,,5.249864381,2.005772376,11
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,,3.577973648,2.907005616,27
*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,,3.549309873,2.907005616,29
*CC(*)C(=O)n1c2ccccc2c2ccccc21,,3.493310989,2.719834365,19
*CC(*)C(=O)OC(OCC)C(F)(F)F,,5.196422467,2.476622528,15
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,,5.089209059,2.31761182,16
*CC(*)(CC(=O)Oc1ccc(OCCCCCCC)cc1)C(=O)Oc1ccc(OCCCCCCC)cc1,,3.446974934,2.94185601,39
*CC(*)(C)C(=O)Oc1c(C)cccc1C,,3.912438359,2.288314982,16
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,,3.750380399,3.827001685,34
